State,Trade_Type,Domestic_Mode,Unit,Year,Units_Within,Units_In,Units_Out
Arizona,Export,Pipeline,million U.S. dollars (2017 constant $),2012,50.444547,59.578477,128.538842
Arizona,Export,Rail,million U.S. dollars (2017 constant $),2012,660.386345,1499.413302,57.985672
Arizona,Export,Truck,million U.S. dollars (2017 constant $),2012,5077.35478,3859.49103,3419.681837
Arizona,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,57.825255,4640.157016,63.946755
Arizona,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1.68523,2601.124739,0.00798
Arizona,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,149.249304,362.121885,48.715792
Arizona,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,2.820818,0
Arizona,Import,Rail,million U.S. dollars (2017 constant $),2012,324.11038,269.991323,4531.513341
Arizona,Import,Truck,million U.S. dollars (2017 constant $),2012,5604.62152,3552.417106,6269.19043
Arkansas,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,747.600051,732.75768
Arkansas,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2075.188038,12241.8297,5785.525178
Arkansas,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,4653.900609,6338.760688,8376.567258
Arkansas,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,858.502811,4529.734014,4428.553744
Arkansas,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,53211.4361,62511.10883,52459.88318
Arkansas,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,282.8731,1214.50608,41.96359
Arkansas,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,0.529502,637.606723
Arkansas,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,851.98656
Arkansas,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,943.627234,0,149.32194
Arkansas,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,1089.357772
Arkansas,Export,Truck,million U.S. dollars (2017 constant $),2012,429.25652,0,3551.488175
Arkansas,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,13.265219
Arkansas,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,627.284265,2.656556
Arkansas,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,1184.389787,0
Arkansas,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,1571.872979,53.418701,0
Arkansas,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,10.800312,0
Arkansas,Import,Rail,million U.S. dollars (2017 constant $),2012,0,722.799994,0
Arkansas,Import,Truck,million U.S. dollars (2017 constant $),2012,21.454548,1908.535681,0
Arkansas,Import,Water,million U.S. dollars (2017 constant $),2012,0,1337.545969,0
California,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,3928.289066,14466.05473,33374.8457
California,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,96956.12575,115625.9838,164730.7159
California,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,39407.20051,8446.430589,1697.551675
California,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,3274.159323,16478.65593,12821.27045
California,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,731709.9866,215268.6146,303035.7923
California,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,8508.087272,5998.947556,311.872256
California,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,13825.01398,16086.45259,20313.81576
California,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,772.224321,26508.7846,3189.337877
California,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,266.513381,449.790241,1064.7828
California,Export,Pipeline,million U.S. dollars (2017 constant $),2012,763.031666,375.675652,0.095842
California,Export,Rail,million U.S. dollars (2017 constant $),2012,546.89542,6199.926722,4221.908443
California,Export,Truck,million U.S. dollars (2017 constant $),2012,95939.92048,29700.48156,23364.72415
California,Export,Water,million U.S. dollars (2017 constant $),2012,1568.964032,15.705123,43.51507
California,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,10787.53371,37059.57742,17773.21948
California,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,15105.50046,23987.50726,126492.7281
California,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,12828.98357,0,0
California,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,1799.76599,459.716873,937.313368
California,Import,Pipeline,million U.S. dollars (2017 constant $),2012,2176.557531,43.280341,310.967441
California,Import,Rail,million U.S. dollars (2017 constant $),2012,376.814505,20201.3055,6086.388858
California,Import,Truck,million U.S. dollars (2017 constant $),2012,211734.9599,18456.52646,14630.96181
California,Import,Water,million U.S. dollars (2017 constant $),2012,3309.321339,17.932536,40.066216
Colorado,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,2268.537147,2080.684773
Colorado,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,7273.192727,24772.6542,24709.50456
Colorado,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,5261.874885,6953.345623,10860.34463
Colorado,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,849.715865,3469.294187,1270.885159
Colorado,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,75683.61332,66486.35777,51559.57706
Colorado,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,42.310618,146.395858,3086.27671
Colorado,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,768.626258
Colorado,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.387545,0,9.560152
Colorado,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,9.407648
Colorado,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,928.029718
Colorado,Export,Truck,million U.S. dollars (2017 constant $),2012,629.432901,0,3174.160035
Colorado,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,39.48043,2343.957076,254.241558
Colorado,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.006014,3287.584573,0
Colorado,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,45.306613,91.99704,6.839756
Colorado,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,258.559454,0
Colorado,Import,Rail,million U.S. dollars (2017 constant $),2012,0,809.376263,0
Colorado,Import,Truck,million U.S. dollars (2017 constant $),2012,888.153706,2202.894161,0.050592
Connecticut,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,1796.298949,740.335844
Connecticut,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,4674.423203,23569.22832,23349.9364
Connecticut,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,32.205476,2248.414593,1413.000304
Connecticut,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,35.207096,673.725083,171.464664
Connecticut,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,61730.72824,60298.94529,94053.04082
Connecticut,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0.731561,14.815714,2.229364
Connecticut,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,120.388154,56.97476,9898.935169
Connecticut,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,549.075404
Connecticut,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,6.4626,0.033683,39.596589
Connecticut,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,21.328545
Connecticut,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,421.487905
Connecticut,Export,Truck,million U.S. dollars (2017 constant $),2012,185.830806,0,3264.485671
Connecticut,Export,Water,million U.S. dollars (2017 constant $),2012,211.559182,0,1345.363741
Connecticut,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,59.373772,6438.82254,18.592169
Connecticut,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.181495,1632.87933,1.788242
Connecticut,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,87.78328,1940.071926,81.618647
Connecticut,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0.98209,224.995506,0
Connecticut,Import,Rail,million U.S. dollars (2017 constant $),2012,0,682.791576,16.408753
Connecticut,Import,Truck,million U.S. dollars (2017 constant $),2012,1166.401246,7600.280024,70.21395
Connecticut,Import,Water,million U.S. dollars (2017 constant $),2012,60.876566,872.163744,62.459345
Delaware,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,570.359369,136.493144
Delaware,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,254.222389,6421.424698,4397.417785
Delaware,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,0.37243,464.058949,17.498096
Delaware,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,0,570.62769,729.483183
Delaware,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,13549.66895,22529.56371,22423.81692
Delaware,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0,129.893844,0
Delaware,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.25507,1261.107294,2790.4253
Delaware,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,72.549004,181.125646,90.576078
Delaware,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,52.816399,0.006293,51.71573
Delaware,Export,Rail,million U.S. dollars (2017 constant $),2012,13.358049,514.875422,132.540525
Delaware,Export,Truck,million U.S. dollars (2017 constant $),2012,414.601143,798.448976,1789.720975
Delaware,Export,Water,million U.S. dollars (2017 constant $),2012,111.770878,153.043551,405.046279
Delaware,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,3490.924978,5.010246
Delaware,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.146932,1085.134304,36.512686
Delaware,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,2064.546259,0,0
Delaware,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,9.966233,20.487147,46.52128
Delaware,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,32.157229,0
Delaware,Import,Rail,million U.S. dollars (2017 constant $),2012,60.277491,156.620104,111.553237
Delaware,Import,Truck,million U.S. dollars (2017 constant $),2012,1457.336185,1336.186789,202.43888
Delaware,Import,Water,million U.S. dollars (2017 constant $),2012,519.558914,362.268335,148.731207
Florida,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,89.110255,6841.569892,5017.357699
Florida,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,19391.9433,71916.3048,53825.70084
Florida,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,1231.781298,3874.98591,0
Florida,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,1218.994435,4738.48279,2349.570567
Florida,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,269130.7831,157994.4254,81607.38241
Florida,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,16.774947,7230.686287,208.304524
Florida,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,422.990323,27675.30249,6130.940013
Florida,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,564.720655,6401.51446,1267.468451
Florida,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,804.109869,208.741396,42.455354
Florida,Export,Pipeline,million U.S. dollars (2017 constant $),2012,8.760509,0,0
Florida,Export,Rail,million U.S. dollars (2017 constant $),2012,108.221513,1476.419594,783.014644
Florida,Export,Truck,million U.S. dollars (2017 constant $),2012,50148.94521,13040.8492,6718.543657
Florida,Export,Water,million U.S. dollars (2017 constant $),2012,2028.834024,711.240048,1158.46252
Florida,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,1197.592409,5130.498829,9476.807758
Florida,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1112.5944,5751.476722,9106.625668
Florida,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,1195.973858,493.236276,1175.260531
Florida,Import,Pipeline,million U.S. dollars (2017 constant $),2012,278.499604,7.326915,0
Florida,Import,Rail,million U.S. dollars (2017 constant $),2012,99.180935,1056.011532,1546.690303
Florida,Import,Truck,million U.S. dollars (2017 constant $),2012,40902.49758,9301.945671,5941.897196
Florida,Import,Water,million U.S. dollars (2017 constant $),2012,1083.889813,1535.645984,602.324466
Georgia,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,2.360245,3836.315384,6294.380754
Georgia,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,10135.51182,40268.54452,39437.61387
Georgia,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,130.721195,5869.846631,3963.30655
Georgia,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,656.797256,10196.54383,7289.450774
Georgia,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,150360.5772,177289.9307,180124.4555
Georgia,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,672.197765,332.915556,0
Georgia,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.554953,10383.50578,8788.640346
Georgia,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1279.377997,4715.607846,1909.835081
Georgia,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,1401.262845,87.671533,81.564159
Georgia,Export,Pipeline,million U.S. dollars (2017 constant $),2012,219.081587,0,0
Georgia,Export,Rail,million U.S. dollars (2017 constant $),2012,443.89896,2390.731941,1776.483856
Georgia,Export,Truck,million U.S. dollars (2017 constant $),2012,15494.04051,17645.78621,11752.66772
Georgia,Export,Water,million U.S. dollars (2017 constant $),2012,146.664883,544.38806,101.440169
Georgia,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,194.901653,3226.263814,12012.92568
Georgia,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,5872.654327,8657.408994,10230.12792
Georgia,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,507.396918,807.206342,426.715442
Georgia,Import,Pipeline,million U.S. dollars (2017 constant $),2012,46.56543,0.023385,125.265606
Georgia,Import,Rail,million U.S. dollars (2017 constant $),2012,141.890885,1054.465475,5120.426653
Georgia,Import,Truck,million U.S. dollars (2017 constant $),2012,39048.2201,14227.00774,12928.18594
Georgia,Import,Water,million U.S. dollars (2017 constant $),2012,464.628766,351.568682,1815.683398
Hawaii,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,416.077548,1710.983969,311.601176
Hawaii,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1808.786304,7475.314275,1188.652824
Hawaii,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,3721.746067,0,0
Hawaii,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,12818.41722,0,0
Hawaii,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,456.718403,1027.290805,0
Hawaii,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,9.81051,1773.472894,79.007248
Hawaii,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,40.978979,13.208015,42.950108
Hawaii,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,17.018115,7875.799259,0
Hawaii,Export,Pipeline,million U.S. dollars (2017 constant $),2012,29.051639,0,0
Hawaii,Export,Truck,million U.S. dollars (2017 constant $),2012,493.595366,0,0
Hawaii,Export,Water,million U.S. dollars (2017 constant $),2012,18.926453,6.703156,0.592756
Hawaii,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,2.471108,90.075201,30.022569
Hawaii,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,123.494413,173.044088,83.832619
Hawaii,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,2060.798685,0,0
Hawaii,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,129.554717,437.027797,0
Hawaii,Import,Pipeline,million U.S. dollars (2017 constant $),2012,36.346162,0,0
Hawaii,Import,Truck,million U.S. dollars (2017 constant $),2012,864.026775,0,0
Hawaii,Import,Water,million U.S. dollars (2017 constant $),2012,100.370379,0.000071,1.233879
Idaho,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,658.144452,447.751994
Idaho,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1115.227917,7459.39884,4478.966855
Idaho,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,0.802818,391.457654,2316.784234
Idaho,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,168.422888,1260.689611,3710.455221
Idaho,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,21398.473,24063.7578,13646.38595
Idaho,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.249805,2.426352,3097.356856
Idaho,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,199.380218
Idaho,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.035382,0.599404,528.180499
Idaho,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,601.102239
Idaho,Export,Truck,million U.S. dollars (2017 constant $),2012,3.867477,0,1954.647297
Idaho,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,0.000376
Idaho,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.337669,3300.137717,0.184226
Idaho,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,406.73082,1.393762
Idaho,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,0,4.96009,4.807951
Idaho,Import,Pipeline,million U.S. dollars (2017 constant $),2012,1067.325243,0,204.517728
Idaho,Import,Rail,million U.S. dollars (2017 constant $),2012,264.07519,170.181709,1581.179505
Idaho,Import,Truck,million U.S. dollars (2017 constant $),2012,45.514607,731.148835,715.771666
Idaho,Import,Water,million U.S. dollars (2017 constant $),2012,0,0.000143,0
Illinois,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,4.071064,4003.305416,7134.146466
Illinois,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,36096.58055,61640.82167,101953.3084
Illinois,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,12972.83971,19691.25729,17532.28041
Illinois,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,5081.138099,20278.78416,18769.64042
Illinois,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,267758.6957,238743.1588,304561.8033
Illinois,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,445.990758,1084.519679,5309.537495
Illinois,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,9.397664,33397.14663,6070.446477
Illinois,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.007443,0.201335,12550.77298
Illinois,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,1.99652,388.992804,86.583107
Illinois,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0.00782,0,1447.417298
Illinois,Export,Rail,million U.S. dollars (2017 constant $),2012,0.006072,23.239323,8376.989267
Illinois,Export,Truck,million U.S. dollars (2017 constant $),2012,6210.457678,623.536353,34318.26288
Illinois,Export,Water,million U.S. dollars (2017 constant $),2012,28.249931,22.701677,403.184006
Illinois,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,863.964169,5153.928292,44786.80776
Illinois,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,669.576761,14019.59711,278.746319
Illinois,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,2131.890394,0,0
Illinois,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,854.589293,509.313997,884.622381
Illinois,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0.01383,8834.891478,0
Illinois,Import,Rail,million U.S. dollars (2017 constant $),2012,586.092148,7831.283396,9200.195973
Illinois,Import,Truck,million U.S. dollars (2017 constant $),2012,37211.50327,16541.59764,6014.525885
Illinois,Import,Water,million U.S. dollars (2017 constant $),2012,13277.1012,187.759651,12615.03932
Indiana,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,2.72408,2130.032905,3411.468401
Indiana,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,4232.785018,33830.36992,44161.25904
Indiana,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,9742.145171,15725.69878,8317.887814
Indiana,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,2957.10719,9794.061154,12190.06342
Indiana,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,122240.1391,182309.7609,183137.3774
Indiana,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,41.909579,655.331067,988.108385
Indiana,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,1.739041,974.464479,12314.07952
Indiana,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,23.487712,354.209572,4216.212356
Indiana,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,110.093524,0.023395,28.775991
Indiana,Export,Rail,million U.S. dollars (2017 constant $),2012,0,1.97804,5945.578555
Indiana,Export,Truck,million U.S. dollars (2017 constant $),2012,228.063792,1.16995,14929.72806
Indiana,Export,Water,million U.S. dollars (2017 constant $),2012,0,17.289435,14.401645
Indiana,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,115.242625,12935.78042,430.600144
Indiana,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.887295,7797.676198,685.144976
Indiana,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,88.336918,92.103738,7.275347
Indiana,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,3629.472135,0
Indiana,Import,Rail,million U.S. dollars (2017 constant $),2012,0.031832,6548.188007,3.640683
Indiana,Import,Truck,million U.S. dollars (2017 constant $),2012,2170.071762,13264.10758,1.19935
Indiana,Import,Water,million U.S. dollars (2017 constant $),2012,0.003874,493.60669,79.039861
Iowa,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,1350.24441,217.051187
Iowa,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2991.361372,20166.20035,15717.35296
Iowa,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,102.383582,8183.6467,5994.253314
Iowa,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,2078.284389,7410.977985,13375.42582
Iowa,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,79997.18841,80595.10395,88713.33178
Iowa,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,143.383131,17.382773,791.822043
Iowa,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.090953,11.372618,1378.249313
Iowa,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.002222,0,1639.08396
Iowa,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0,0,5.938368
Iowa,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,2951.910764
Iowa,Export,Truck,million U.S. dollars (2017 constant $),2012,6.249004,0,8547.049574
Iowa,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,73.38427
