State,Commodity,Unit,Year,Units_Within,Units_In,Units_Out
Georgia,Fuel oils,thousand tons,2012,8970.7861,4444.82902,4366.139505
Hawaii,Gravel,thousand tons,2012,8413.9056,1208.3186,853.1694
Hawaii,Crude petroleum,thousand tons,2012,6081.6046,286.1251,34.3075
Hawaii,Fuel oils,thousand tons,2012,6002.5199,265.4139,33.525395
Hawaii,Gasoline,thousand tons,2012,5522.2622,247.53715,26.848195
Hawaii,Waste/scrap,thousand tons,2012,4286.3408,215.9704,25.461798
Hawaii,Nonmetal min. prods.,thousand tons,2012,3682.94699,215.5837,21.190298
Hawaii,Fertilizers,thousand tons,2012,1316.6179,140.5088,17.492705
Hawaii,Natural sands,thousand tons,2012,1072.9673,131.0075,14.0556
Hawaii,Other foodstuffs,thousand tons,2012,943.261792,128.3322,12.917699
Hawaii,Coal,thousand tons,2012,905.8479,97.2331,9.3219
Idaho,Other ag prods.,thousand tons,2012,14955.94653,3172.2012,14867.8113
Idaho,Coal-n.e.c.,thousand tons,2012,12662.2167,3085.7864,5553.127
Idaho,Other foodstuffs,thousand tons,2012,8066.5382,2756.251085,4239.3373
Idaho,Logs,thousand tons,2012,7119.743183,2394.21841,4152.964872
Idaho,Cereal grains,thousand tons,2012,6229.9574,2229.1054,3112.015275
Idaho,Gravel,thousand tons,2012,4916.0337,2185.474401,2700.501
Idaho,Animal feed,thousand tons,2012,4815.7019,1326.974,2519.3541
Idaho,Wood prods.,thousand tons,2012,3279.0448,1288.52769,1449.9232
Idaho,Nonmetal min. prods.,thousand tons,2012,2277.7593,1006.381,1039.1417
Idaho,Waste/scrap,thousand tons,2012,1918.8249,975.398,794.3957
Illinois,Gravel,thousand tons,2012,79919.21496,72114.18997,60259.23768
Illinois,Cereal grains,thousand tons,2012,78317.58333,59550.3718,28633.9037
Illinois,Gasoline,thousand tons,2012,53080.61694,55118.0939,23175.9192
Illinois,Fuel oils,thousand tons,2012,43899.036,17168.92734,20079.00645
Illinois,Fertilizers,thousand tons,2012,28612.88605,17102.84457,18610.5529
Illinois,Other ag prods.,thousand tons,2012,24326.43603,16023.56032,16420.58336
Illinois,Nonmetal min. prods.,thousand tons,2012,21094.7976,11002.90664,16221.21082
Illinois,Natural sands,thousand tons,2012,18585.40132,10342.3538,14218.9091
Illinois,Other foodstuffs,thousand tons,2012,16288.42716,9825.28277,13905.96092
Illinois,Waste/scrap,thousand tons,2012,15741.31989,9570.624806,10154.30541
Indiana,Gravel,thousand tons,2012,46575.9811,57209.8839,43206.35476
Indiana,Coal,thousand tons,2012,34504.0505,32558.6405,28906.89282
Indiana,Cereal grains,thousand tons,2012,25522.5817,24934.61,13040.21889
Indiana,Gasoline,thousand tons,2012,18963.0796,18463.79511,10364.57337
Indiana,Fuel oils,thousand tons,2012,16207.157,11934.9504,9090.873396
Indiana,Nonmetal min. prods.,thousand tons,2012,12807.4928,8901.8773,8493.264084
Indiana,Base metals,thousand tons,2012,11373.0259,8386.1353,7069.000772
Indiana,Other ag prods.,thousand tons,2012,10079.71416,6915.238293,5394.56285
Indiana,Waste/scrap,thousand tons,2012,8904.1298,6174.156699,5224.99154
Indiana,Other foodstuffs,thousand tons,2012,7397.3283,6030.6273,4187.455703
Iowa,Cereal grains,thousand tons,2012,80678.0077,50996.61746,36435.73063
Iowa,Gravel,thousand tons,2012,47800.67486,20421.4953,20458.8952
Iowa,Animal feed,thousand tons,2012,29194.77242,16587.4769,18096.8496
Iowa,Other ag prods.,thousand tons,2012,19316.88304,4772.1241,15621.71554
Iowa,Nonmetal min. prods.,thousand tons,2012,14272.77249,4537.934518,13557.3749
Iowa,Other foodstuffs,thousand tons,2012,6468.994145,4422.411542,6822.9981
Iowa,Live animals/fish,thousand tons,2012,6322.013042,4364.2516,5957.5964
Iowa,Waste/scrap,thousand tons,2012,5380.209574,3851.8288,3842.956097
Iowa,Fertilizers,thousand tons,2012,5061.893162,3637.0273,3732.0974
Iowa,Nonmetallic minerals,thousand tons,2012,4838.597716,3214.6978,3032.1016
Kansas,Cereal grains,thousand tons,2012,49311.776,44615.32999,41509.8411
Kansas,Nonmetal min. prods.,thousand tons,2012,13283.3212,15103.3426,37001.87915
Kansas,Gravel,thousand tons,2012,12595.4858,13387.2576,5087.6375
Kansas,Fuel oils,thousand tons,2012,10925.0621,9419.1246,5020.7316
Kansas,Natural sands,thousand tons,2012,10492.3815,4111.7914,3586.4981
Kansas,Coal-n.e.c.,thousand tons,2012,9839.6036,4102.5359,3483.5656
Kansas,Mixed freight,thousand tons,2012,8310.552376,3585.7252,3330.365998
Kansas,Animal feed,thousand tons,2012,6508.1162,3197.1431,3303.5931
Kansas,Gasoline,thousand tons,2012,5766.8745,2901.0558,3282.612
Kansas,Other ag prods.,thousand tons,2012,5564.238136,2372.4009,2889.990788
Kentucky,Coal,thousand tons,2012,41165.0338,38242.6454,72849.8724
Kentucky,Gravel,thousand tons,2012,39362.2179,21033.2931,34891.27319
Kentucky,Waste/scrap,thousand tons,2012,8658.3126,10618.9461,10050.377
Kentucky,Nonmetal min. prods.,thousand tons,2012,7751.553899,9525.40478,8432.834011
Kentucky,Gasoline,thousand tons,2012,7533.6341,5863.067797,8163.9069
Kentucky,Logs,thousand tons,2012,6518.421144,5486.9371,6340.579343
Kentucky,Coal-n.e.c.,thousand tons,2012,6345.517902,5271.1026,4174.93939
Kentucky,Fuel oils,thousand tons,2012,5748.7137,4614.824399,3598.668144
Kentucky,Cereal grains,thousand tons,2012,5510.6321,4418.0304,3587.578513
Kentucky,Natural sands,thousand tons,2012,5361.1928,4278.8141,2744.2271
Louisiana,Coal-n.e.c.,thousand tons,2012,94333.16121,64920.4264,125082.1003
Louisiana,Crude petroleum,thousand tons,2012,80450.5466,57480.35193,35396.18073
Louisiana,Fuel oils,thousand tons,2012,64827.6272,36107.1992,28824.7693
Louisiana,Gasoline,thousand tons,2012,62449.3277,20433.91141,17332.6004
Louisiana,Basic chemicals,thousand tons,2012,32523.58692,19916.1745,16117.7986
Louisiana,Other ag prods.,thousand tons,2012,32461.19011,12168.3847,12372.25024
Louisiana,Cereal grains,thousand tons,2012,28951.0096,7948.494097,8337.28847
Louisiana,Logs,thousand tons,2012,20144.31028,4303.908807,7711.652
Louisiana,Gravel,thousand tons,2012,17379.5601,3377.54584,7012.543378
Louisiana,Nonmetal min. prods.,thousand tons,2012,14330.3136,3292.474239,6961.864953
Maine,Logs,thousand tons,2012,16744.19061,2767.570187,7588.3078
Maine,Misc. mfg. prods.,thousand tons,2012,6553.295705,1449.575398,3870.864999
Maine,Coal-n.e.c.,thousand tons,2012,3596.068,1320.146391,2425.1157
Maine,Fuel oils,thousand tons,2012,3447.7176,1151.6786,1506.3945
Maine,Wood prods.,thousand tons,2012,3220.0005,519.688894,1436.0359
Maine,Gasoline,thousand tons,2012,2867.2605,519.094298,1389.7502
Maine,Gravel,thousand tons,2012,2704.3671,475.373895,1323.1795
Maine,Nonmetal min. prods.,thousand tons,2012,2539.5755,464.8379,925.093958
Maine,Nonmetallic minerals,thousand tons,2012,2229.1403,411.893105,900.8615
Maine,Waste/scrap,thousand tons,2012,1919.3082,399.8137,401.680924
Maryland,Gravel,thousand tons,2012,26340.8225,28207.3247,11825.01287
Maryland,Nonmetal min. prods.,thousand tons,2012,9928.900963,15896.96296,6378.868218
Maryland,Gasoline,thousand tons,2012,8303.8958,4786.384676,5123.943586
Maryland,Waste/scrap,thousand tons,2012,7716.791932,4522.1038,4430.298673
Maryland,Natural sands,thousand tons,2012,6502.9592,3484.250055,3900.118
Maryland,Coal-n.e.c.,thousand tons,2012,5070.965178,3218.787226,3130.050496
Maryland,Other foodstuffs,thousand tons,2012,4858.68226,3211.528487,2475.181701
Maryland,Nonmetallic minerals,thousand tons,2012,3623.9192,2662.6795,2468.905061
Maryland,Wood prods.,thousand tons,2012,3610.948209,2046.734458,2005.0103
Maryland,Coal,thousand tons,2012,2632.6093,2023.8203,1979.037801
Massachusetts,Gravel,thousand tons,2012,23782.5599,11050.03043,7557.7069
Massachusetts,Gasoline,thousand tons,2012,22974.3744,7305.5001,6268.500021
Massachusetts,Waste/scrap,thousand tons,2012,13093.7409,5476.298753,3962.75664
Massachusetts,Nonmetal min. prods.,thousand tons,2012,11729.1961,5238.031597,3152.10737
Massachusetts,Fuel oils,thousand tons,2012,8250.427,2658.001096,2304.204853
Massachusetts,Natural sands,thousand tons,2012,6097.1982,2353.202357,2077.285898
Massachusetts,Coal-n.e.c.,thousand tons,2012,5317.741407,2230.881001,2052.678399
Massachusetts,Mixed freight,thousand tons,2012,3966.867689,1854.608582,1833.391498
Massachusetts,Wood prods.,thousand tons,2012,3229.3427,1668.288,1460.1907
Massachusetts,Other foodstuffs,thousand tons,2012,2399.0486,1623.056495,1401.897202
Michigan,Gravel,thousand tons,2012,30848.7195,59013.97686,19834.6153
Michigan,Coal-n.e.c.,thousand tons,2012,20097.7067,26576.7443,12909.36724
Michigan,Nonmetal min. prods.,thousand tons,2012,15193.6242,13234.37047,11809.23402
Michigan,Gasoline,thousand tons,2012,14600.60032,10855.25579,11428.38258
Michigan,Motorized vehicles,thousand tons,2012,14508.18741,7266.8679,9026.094807
Michigan,Metallic ores,thousand tons,2012,13295.2235,7070.394018,7536.317913
Michigan,Cereal grains,thousand tons,2012,13144.9673,6506.57287,7516.115
Michigan,Logs,thousand tons,2012,12658.18157,5640.78296,7374.9809
Michigan,Natural sands,thousand tons,2012,11470.47956,5032.221551,6617.606928
Michigan,Other foodstuffs,thousand tons,2012,10571.09731,4905.239136,5334.682
Minnesota,Cereal grains,thousand tons,2012,61165.5559,33471.27086,55005.5518
Minnesota,Other ag prods.,thousand tons,2012,31087.24659,28293.51835,30802.42244
Minnesota,Gravel,thousand tons,2012,30130.3426,23510.63523,28957.32041
Minnesota,Nonmetal min. prods.,thousand tons,2012,16875.561,14874.36495,17216.8186
Minnesota,Other foodstuffs,thousand tons,2012,13159.9722,13561.83471,9852.47971
Minnesota,Animal feed,thousand tons,2012,10133.4923,7615.56104,5135.30352
Minnesota,Gasoline,thousand tons,2012,9373.8521,6858.610824,4581.626473
Minnesota,Coal-n.e.c.,thousand tons,2012,9240.183593,6267.265783,3771.7707
Minnesota,Metallic ores,thousand tons,2012,6550.8242,6088.741605,2938.6909
Minnesota,Waste/scrap,thousand tons,2012,6186.8493,5664.082914,2791.1791
Mississippi,Coal-n.e.c.,thousand tons,2012,42980.00684,114612.6515,110330.9388
Mississippi,Logs,thousand tons,2012,25822.53133,12068.8189,6084.4897
Mississippi,Crude petroleum,thousand tons,2012,15783.6009,10625.62276,3684.710902
Mississippi,Wood prods.,thousand tons,2012,8488.8201,6267.2394,3605.881335
Mississippi,Gravel,thousand tons,2012,7101.3696,6217.3534,3572.0302
Mississippi,Gasoline,thousand tons,2012,6723.5511,5359.5833,2845.8197
Mississippi,Cereal grains,thousand tons,2012,6176.6946,5124.8346,2398.288614
Mississippi,Fuel oils,thousand tons,2012,4843.5676,4111.7064,2373.484714
Mississippi,Nonmetal min. prods.,thousand tons,2012,3924.9792,3874.7207,2210.5198
Mississippi,Waste/scrap,thousand tons,2012,3746.4424,2912.280451,1808.7385
Missouri,Gravel,thousand tons,2012,39123.98692,42887.3415,32843.74913
Missouri,Nonmetal min. prods.,thousand tons,2012,16506.44317,40854.92544,11242.6234
Missouri,Cereal grains,thousand tons,2012,14347.03551,11485.45146,8332.6643
Missouri,Coal-n.e.c.,thousand tons,2012,8665.494767,7562.761727,8199.728403
Missouri,Other ag prods.,thousand tons,2012,8010.983188,7288.7754,6663.6924
Missouri,Animal feed,thousand tons,2012,5810.579584,5526.9636,6623.966599
Missouri,Other foodstuffs,thousand tons,2012,5548.656024,5493.4954,4859.838404
Missouri,Natural sands,thousand tons,2012,5375.545382,5315.164596,4417.430601
Missouri,Logs,thousand tons,2012,5201.675697,5310.795262,4234.226503
Missouri,Waste/scrap,thousand tons,2012,4453.140755,3966.974609,3497.511702
Montana,Coal-n.e.c.,thousand tons,2012,19795.591,4190.8257,36947.9325
Montana,Crude petroleum,thousand tons,2012,10446.2896,3831.151077,17253.5774
Montana,Cereal grains,thousand tons,2012,8586.9549,2700.2516,12572.0563
Montana,Fuel oils,thousand tons,2012,5159.4678,2239.671917,6688.7473
Montana,Gasoline,thousand tons,2012,4596.8468,1778.0078,4915.6809
Montana,Gravel,thousand tons,2012,4282.2699,1305.9,2433.308703
Montana,Nonmetal min. prods.,thousand tons,2012,2725.2943,1256.500102,2173.296
Montana,Logs,thousand tons,2012,2496.879134,1054.6508,1395.0652
Montana,Waste/scrap,thousand tons,2012,1712.6681,884.362063,1219.9138
Montana,Fertilizers,thousand tons,2012,1234.8334,748.967304,1165.4026
Nebraska,Cereal grains,thousand tons,2012,74236.7312,46537.16379,43998.57656
Nebraska,Animal feed,thousand tons,2012,14023.6922,16192.1213,22760.4499
Nebraska,Other ag prods.,thousand tons,2012,10540.23592,14871.8061,10700.3376
Nebraska,Gravel,thousand tons,2012,9473.5265,5932.0711,5154.2372
Nebraska,Nonmetal min. prods.,thousand tons,2012,7449.0719,3843.951,4443.7423
Nebraska,Live animals/fish,thousand tons,2012,4698.374,3180.8219,4063.2133
Nebraska,Milled grain prods.,thousand tons,2012,3741.8565,2546.942101,3866.9867
Nebraska,Waste/scrap,thousand tons,2012,3561.0524,2448.9167,3341.706315
Nebraska,Fertilizers,thousand tons,2012,3531.89,2244.2766,2676.3167
Nebraska,Other foodstuffs,thousand tons,2012,3079.0045,1979.489784,1251.7632
Nevada,Gravel,thousand tons,2012,13189.2603,23994.62578,20391.65012
Nevada,Nonmetal min. prods.,thousand tons,2012,7807.3407,3041.255289,3524.4417
Nevada,Waste/scrap,thousand tons,2012,4167.7845,2299.0996,1733.8513
Nevada,Natural sands,thousand tons,2012,2773.5315,2256.701,1713.182202
Nevada,Other foodstuffs,thousand tons,2012,1596.8901,1950.814854,1616.788779
Nevada,Fuel oils,thousand tons,2012,1033.7316,1591.311824,1004.8079
Nevada,Mixed freight,thousand tons,2012,1008.768511,1303.598755,904.317044
Nevada,Coal-n.e.c.,thousand tons,2012,992.6645,1303.5192,819.0325
Nevada,Animal feed,thousand tons,2012,959.8418,689.72516,621.603002
Nevada,Gasoline,thousand tons,2012,684.9983,682.2545,571.1497
New Hampshire,Gravel,thousand tons,2012,4733.6794,9874.4678,2028.601354
New Hampshire,Fuel oils,thousand tons,2012,4359.468,4542.351699,1642.2255
New Hampshire,Logs,thousand tons,2012,3041.739249,3094.272953,1369.883746
New Hampshire,Nonmetal min. prods.,thousand tons,2012,2381.9728,2143.550696,966.3048
New Hampshire,Natural sands,thousand tons,2012,1710.3933,1577.084019,923.868081
New Hampshire,Waste/scrap,thousand tons,2012,1372.2935,1154.525804,876.6098
New Hampshire,Nonmetallic minerals,thousand tons,2012,1220.4933,956.812865,788.088801
New Hampshire,Other foodstuffs,thousand tons,2012,1186.5246,847.708961,568.013798
New Hampshire,Wood prods.,thousand tons,2012,1069.8714,600.4253,499.942703
New Hampshire,Coal-n.e.c.,thousand tons,2012,920.462361,540.745114,326.6781
New Jersey,Fuel oils,thousand tons,2012,41576.243,30895.60179,20812.41529
New Jersey,Gravel,thousand tons,2012,35674.6672,10536.88258,13830.39161
New Jersey,Gasoline,thousand tons,2012,27649.0334,9645.1357,7483.850386
New Jersey,Nonmetal min. prods.,thousand tons,2012,16838.6704,7174.658934,6249.619816
New Jersey,Crude petroleum,thousand tons,2012,14280.5675,6859.406142,6066.682401
New Jersey,Coal-n.e.c.,thousand tons,2012,10031.70134,6647.046599,5981.806158
New Jersey,Waste/scrap,thousand tons,2012,9460.7964,5910.9631,5834.837428
New Jersey,Other foodstuffs,thousand tons,2012,9082.199913,5511.1026,5769.5968
New Jersey,Natural sands,thousand tons,2012,8686.5267,4571.3892,5644.801799
New Jersey,Wood prods.,thousand tons,2012,6331.021241,4459.853955,5246.835901
New Mexico,Coal-n.e.c.,thousand tons,2012,22116.61304,12439.59081,30123.72931
New Mexico,Coal,thousand tons,2012,18895.2647,4306.6966,12222.8231
New Mexico,Gasoline,thousand tons,2012,6134,2185.4415,2011.7712
New Mexico,Nonmetal min. prods.,thousand tons,2012,4824.2321,1783.1515,1158.762
New Mexico,Gravel,thousand tons,2012,4641.9932,1426.473498,1153.6418
New Mexico,Other foodstuffs,thousand tons,2012,4497.9333,1193.0536,834.8989
New Mexico,Waste/scrap,thousand tons,2012,2655.5121,1127.0041,620.6399
New Mexico,Fuel oils,thousand tons,2012,2579,1087.1489,588.6416
New Mexico,Crude petroleum,thousand tons,2012,2310.3136,904.2699,460.0292
New Mexico,Natural sands,thousand tons,2012,1137.8207,801.0045,367.8859
New York,Gravel,thousand tons,2012,71988.79658,44312.99678,22440.99435
New York,Nonmetal min. prods.,thousand tons,2012,39525.93479,14430.90548,10231.15081
New York,Coal-n.e.c.,thousand tons,2012,26913.11639,10922.82682,9268.60072
New York,Waste/scrap,thousand tons,2012,22264.05981,10305.60653,7304.366094
New York,Other foodstuffs,thousand tons,2012,21067.66779,10074.28869,5970.82241
New York,Nonmetallic minerals,thousand tons,2012,20039.12707,7077.745005,5752.040015
New York,Fuel oils,thousand tons,2012,18025.2377,6935.94043,5540.63709
New York,Natural sands,thousand tons,2012,17768.91011,6599.21402,5356.222661
New York,Gasoline,thousand tons,2012,14360.2348,6572.088054,4637.13572
New York,Cereal grains,thousand tons,2012,13870.93721,6414.340296,4541.6601
North Carolina,Gravel,thousand tons,2012,46850.8361,33160.5461,11792.13462
North Carolina,Logs,thousand tons,2012,26704.11804,24973.20483,9138.761903
North Carolina,Nonmetal min. prods.,thousand tons,2012,25600.7099,6451.006707,7602.137513
North Carolina,Gasoline,thousand tons,2012,15140.0272,6017.0966,6813.227278
North Carolina,Waste/scrap,thousand tons,2012,11518.1985,6006.453362,5165.927068
North Carolina,Wood prods.,thousand tons,2012,11337.9134,5843.287591,4883.4331
North Carolina,Mixed freight,thousand tons,2012,8025.969892,5698.129936,3541.24697
North Carolina,Other ag prods.,thousand tons,2012,7961.485344,4484.316,3529.902977
North Carolina,Other foodstuffs,thousand tons,2012,7764.2318,4287.904042,3386.768702
North Carolina,Natural sands,thousand tons,2012,7079.4993,3824.509658,3355.3872
North Dakota,Cereal grains,thousand tons,2012,29535.5909,16118.829,124173.7603
North Dakota,Coal,thousand tons,2012,21700.0734,6119.058305,36888.92237
North Dakota,Other ag prods.,thousand tons,2012,19954.67321,4474.6289,15556.54743
North Dakota,Coal-n.e.c.,thousand tons,2012,14825.0239,4328.942932,7539.892372
North Dakota,Gravel,thousand tons,2012,12931.7053,3434.052009,7157.2933
North Dakota,Nonmetal min. prods.,thousand tons,2012,3167.667,2231.857055,4484.2663
North Dakota,Crude petroleum,thousand tons,2012,3151.5829,2147.3511,4273.619182
North Dakota,Gasoline,thousand tons,2012,3102.165,1719.484433,3471.132933
North Dakota,Fuel oils,thousand tons,2012,3099.9565,1710.313212,2414.8939
North Dakota,Natural sands,thousand tons,2012,2815.1552,1344.933468,2025.521104
Ohio,Gravel,thousand tons,2012,78606.6745,41980.82311,42435.86932
Ohio,Nonmetal min. prods.,thousand tons,2012,40173.1586,38189.9788,24083.78209
Ohio,Coal,thousand tons,2012,27784.8698,24509.3674,11509.89003
Ohio,Gasoline,thousand tons,2012,24426.3818,23113.97559,11000.46655
Ohio,Waste/scrap,thousand tons,2012,23109.4452,13327.1043,9507.7863
Ohio,Cereal grains,thousand tons,2012,18417.654,11493.63833,9429.448892
Ohio,Base metals,thousand tons,2012,14144.6301,9655.002049,8970.814217
Ohio,Other foodstuffs,thousand tons,2012,13009.9382,8942.88331,7889.788473
Ohio,Fuel oils,thousand tons,2012,12868.5638,7850.2935,6905.74617
Ohio,Mixed freight,thousand tons,2012,12353.85327,7166.72567,6796.133589
Oklahoma,Coal-n.e.c.,thousand tons,2012,46342.23705,20034.32343,72947.90158
Oklahoma,Gravel,thousand tons,2012,42895.89922,19638.1211,16805.1719
Oklahoma,Gasoline,thousand tons,2012,20901.508,12696.6928,9523.0292
