State,Commodity,Unit,Year,Units_Within,Units_In,Units_Out
Arizona,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,2906.270667,6145.660214,3633.268572
Arizona,Transport equip.,million U.S. dollars (2017 constant $),2012,2773.861155,5908.331893,3422.798808
Arkansas,Meat/seafood,million U.S. dollars (2017 constant $),2012,10570.93395,10395.63797,9381.881605
Arkansas,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,6234.317593,8531.365425,7251.66832
Arkansas,Mixed freight,million U.S. dollars (2017 constant $),2012,5442.028193,6050.888711,5133.211537
Arkansas,Live animals/fish,million U.S. dollars (2017 constant $),2012,4570.292919,6026.16304,4987.608572
Arkansas,Other ag prods.,million U.S. dollars (2017 constant $),2012,3730.378275,5748.722719,4436.2172
Arkansas,Transport equip.,million U.S. dollars (2017 constant $),2012,3059.168832,5264.781555,4352.261602
Arkansas,Motorized vehicles,million U.S. dollars (2017 constant $),2012,2742.944798,4887.793239,4256.48897
Arkansas,Machinery,million U.S. dollars (2017 constant $),2012,2635.720629,4607.743807,3721.307446
Arkansas,Other foodstuffs,million U.S. dollars (2017 constant $),2012,2115.570363,4305.579036,3489.592406
Arkansas,Cereal grains,million U.S. dollars (2017 constant $),2012,1817.585218,3964.18079,3348.008597
California,Electronics,million U.S. dollars (2017 constant $),2012,181726.0554,98121.46134,165526.6516
California,Mixed freight,million U.S. dollars (2017 constant $),2012,124111.9932,57356.68467,67375.38401
California,Motorized vehicles,million U.S. dollars (2017 constant $),2012,95277.67923,35901.11205,62516.85908
California,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,73770.44436,34350.19917,53102.63414
California,Other foodstuffs,million U.S. dollars (2017 constant $),2012,68191.59724,29462.30478,49174.60793
California,Textiles/leather,million U.S. dollars (2017 constant $),2012,63754.09604,26978.6612,47326.05384
California,Gasoline,million U.S. dollars (2017 constant $),2012,60361.15708,26291.02409,45578.516
California,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,56877.96802,24786.79737,35438.49229
California,Machinery,million U.S. dollars (2017 constant $),2012,56652.36267,22371.4899,30225.22545
California,Other ag prods.,million U.S. dollars (2017 constant $),2012,47396.189,20708.24621,26473.87093
Colorado,Mixed freight,million U.S. dollars (2017 constant $),2012,16719.63101,12571.86462,11915.08803
Colorado,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,6608.107693,11512.13082,10811.07268
Colorado,Motorized vehicles,million U.S. dollars (2017 constant $),2012,6440.932879,8731.021511,8705.764661
Colorado,Machinery,million U.S. dollars (2017 constant $),2012,5797.240098,8030.521516,6404.870951
Colorado,Electronics,million U.S. dollars (2017 constant $),2012,5731.421144,7727.507479,6069.168548
Colorado,Furniture,million U.S. dollars (2017 constant $),2012,3815.684077,7461.381604,5716.481388
Colorado,Live animals/fish,million U.S. dollars (2017 constant $),2012,3704.788654,7049.383137,5462.634877
Colorado,Nonmetal min. prods.,million U.S. dollars (2017 constant $),2012,3455.770447,6756.781007,5003.568546
Colorado,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,3266.422179,5663.189535,4498.369141
Colorado,Other foodstuffs,million U.S. dollars (2017 constant $),2012,2835.785684,4470.401109,3861.42487
Connecticut,Transport equip.,million U.S. dollars (2017 constant $),2012,11744.43913,19110.41412,27305.96547
Connecticut,Mixed freight,million U.S. dollars (2017 constant $),2012,8072.422516,9348.389172,18690.54258
Connecticut,Fuel oils,million U.S. dollars (2017 constant $),2012,5323.462388,8925.23566,11015.31115
Connecticut,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,4355.66687,7711.114297,9861.926292
Connecticut,Textiles/leather,million U.S. dollars (2017 constant $),2012,3944.479633,7591.313975,9591.78234
Connecticut,Machinery,million U.S. dollars (2017 constant $),2012,3598.827121,6225.675783,7841.552403
Connecticut,Electronics,million U.S. dollars (2017 constant $),2012,3569.653474,5220.3152,6597.498601
Connecticut,Motorized vehicles,million U.S. dollars (2017 constant $),2012,3088.994761,4912.3749,5202.427346
Connecticut,Furniture,million U.S. dollars (2017 constant $),2012,2843.075787,4768.645749,4249.038562
Connecticut,Base metals,million U.S. dollars (2017 constant $),2012,2238.662988,3644.884551,4207.179018
Delaware,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,3197.196772,4747.835042,13603.2214
Delaware,Gasoline,million U.S. dollars (2017 constant $),2012,3121.430452,4472.907351,3849.433988
Delaware,Fuel oils,million U.S. dollars (2017 constant $),2012,2178.465012,4054.063637,1853.151633
Delaware,Crude petroleum,million U.S. dollars (2017 constant $),2012,2064.546259,3074.682786,1610.584419
Delaware,Other ag prods.,million U.S. dollars (2017 constant $),2012,713.466631,2624.258827,1494.403633
Delaware,Live animals/fish,million U.S. dollars (2017 constant $),2012,630.791562,2347.737748,1140.693923
Delaware,Furniture,million U.S. dollars (2017 constant $),2012,591.121989,1877.282693,1128.837742
Delaware,Motorized vehicles,million U.S. dollars (2017 constant $),2012,540.679091,1642.241101,991.101366
Delaware,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,463.777405,1563.22906,948.90792
Delaware,Chemical prods.,million U.S. dollars (2017 constant $),2012,456.820667,1508.897106,872.463546
Florida,Mixed freight,million U.S. dollars (2017 constant $),2012,50895.15988,42740.01081,25619.85839
Florida,Electronics,million U.S. dollars (2017 constant $),2012,38970.87525,27464.10839,20932.23609
Florida,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,34827.61794,25425.2682,13113.36055
Florida,Gasoline,million U.S. dollars (2017 constant $),2012,26312.4204,23989.07245,12041.4947
Florida,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,25963.86497,23689.82115,11386.1496
Florida,Machinery,million U.S. dollars (2017 constant $),2012,19283.60393,21500.23816,11222.64445
Florida,Furniture,million U.S. dollars (2017 constant $),2012,18128.88618,20134.14987,10456.14868
Florida,Other foodstuffs,million U.S. dollars (2017 constant $),2012,17734.49245,17542.85841,8537.082097
Florida,Motorized vehicles,million U.S. dollars (2017 constant $),2012,17192.72744,11477.91287,8300.123387
Florida,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,12929.47241,10821.49921,7398.794664
Georgia,Mixed freight,million U.S. dollars (2017 constant $),2012,22326.99476,30937.95722,35530.45258
Georgia,Motorized vehicles,million U.S. dollars (2017 constant $),2012,19632.74529,26304.23992,28953.62817
Georgia,Machinery,million U.S. dollars (2017 constant $),2012,15670.89454,25304.35976,28430.05833
Georgia,Electronics,million U.S. dollars (2017 constant $),2012,15300.96149,24993.47817,27148.98992
Georgia,Textiles/leather,million U.S. dollars (2017 constant $),2012,14737.92479,20793.54831,26569.6926
Georgia,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,14518.4834,19723.03501,18615.07761
Georgia,Gasoline,million U.S. dollars (2017 constant $),2012,10341.9635,15785.35931,14598.72079
Georgia,Transport equip.,million U.S. dollars (2017 constant $),2012,9630.944577,14058.94668,10192.18245
Georgia,Other foodstuffs,million U.S. dollars (2017 constant $),2012,8404.003931,11283.71938,10057.02106
Georgia,Furniture,million U.S. dollars (2017 constant $),2012,8207.21337,11172.14118,8139.280571
Hawaii,Gasoline,million U.S. dollars (2017 constant $),2012,2475.484238,8809.921704,423.3423
Hawaii,Fuel oils,million U.S. dollars (2017 constant $),2012,2301.472656,1709.505554,160.855389
Hawaii,Mixed freight,million U.S. dollars (2017 constant $),2012,2076.518988,1396.99484,142.622655
Hawaii,Crude petroleum,million U.S. dollars (2017 constant $),2012,2060.798685,1322.6232,142.556928
Hawaii,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,1950.936959,1043.858617,113.903994
Hawaii,Other foodstuffs,million U.S. dollars (2017 constant $),2012,1365.248131,1021.827274,109.166571
Hawaii,Other ag prods.,million U.S. dollars (2017 constant $),2012,893.043318,766.739102,103.79882
Hawaii,Textiles/leather,million U.S. dollars (2017 constant $),2012,870.340008,519.129632,102.060169
Hawaii,Electronics,million U.S. dollars (2017 constant $),2012,803.62942,411.72457,98.328018
Hawaii,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,722.871746,390.254134,58.498408
Idaho,Other foodstuffs,million U.S. dollars (2017 constant $),2012,4531.410383,6096.960371,6336.967234
Idaho,Live animals/fish,million U.S. dollars (2017 constant $),2012,1842.138603,5321.816609,5488.698357
Idaho,Other ag prods.,million U.S. dollars (2017 constant $),2012,1782.294731,2772.876068,2605.341669
Idaho,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,1644.294974,2455.659677,2286.042378
Idaho,Motorized vehicles,million U.S. dollars (2017 constant $),2012,1387.454918,2072.042783,2057.53152
Idaho,Mixed freight,million U.S. dollars (2017 constant $),2012,1296.09418,2034.37267,1815.489911
Idaho,Machinery,million U.S. dollars (2017 constant $),2012,1079.209319,1989.7092,1658.94852
Idaho,Electronics,million U.S. dollars (2017 constant $),2012,960.38867,1778.579243,1432.766746
Idaho,Furniture,million U.S. dollars (2017 constant $),2012,904.420856,1681.452128,1005.502722
Idaho,Wood prods.,million U.S. dollars (2017 constant $),2012,851.257094,1461.959812,858.748275
Illinois,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,44353.49988,38822.89571,73393.71993
Illinois,Electronics,million U.S. dollars (2017 constant $),2012,36098.29762,35188.23034,66567.92974
Illinois,Mixed freight,million U.S. dollars (2017 constant $),2012,34881.52407,32691.83337,58358.54001
Illinois,Machinery,million U.S. dollars (2017 constant $),2012,29838.46882,31836.21478,48404.85132
Illinois,Gasoline,million U.S. dollars (2017 constant $),2012,28712.42812,23984.293,45025.21483
Illinois,Fuel oils,million U.S. dollars (2017 constant $),2012,20944.35614,21285.82722,27582.40247
Illinois,Motorized vehicles,million U.S. dollars (2017 constant $),2012,16589.18941,19333.011,26695.40799
Illinois,Other foodstuffs,million U.S. dollars (2017 constant $),2012,15163.09113,19026.7262,24095.34979
Illinois,Plastics/rubber,million U.S. dollars (2017 constant $),2012,14705.33895,18590.54802,23563.32317
Illinois,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,12241.89892,17575.35514,23295.16669
Indiana,Motorized vehicles,million U.S. dollars (2017 constant $),2012,19175.71495,31160.04167,49694.56607
Indiana,Mixed freight,million U.S. dollars (2017 constant $),2012,11973.22602,28667.67086,30886.51258
Indiana,Electronics,million U.S. dollars (2017 constant $),2012,10921.6842,23947.0049,27603.95228
Indiana,Gasoline,million U.S. dollars (2017 constant $),2012,10670.64153,23573.45133,27554.17509
Indiana,Base metals,million U.S. dollars (2017 constant $),2012,10291.40583,20792.21195,22499.09255
Indiana,Fuel oils,million U.S. dollars (2017 constant $),2012,7679.32366,18808.9254,14993.37003
Indiana,Machinery,million U.S. dollars (2017 constant $),2012,6789.879267,15781.26526,14586.0525
Indiana,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,6732.075671,13078.06022,12744.63796
Indiana,Other foodstuffs,million U.S. dollars (2017 constant $),2012,6273.750506,11855.51021,9076.474713
Indiana,Plastics/rubber,million U.S. dollars (2017 constant $),2012,4745.722601,10720.16471,8978.596548
Iowa,Cereal grains,million U.S. dollars (2017 constant $),2012,8812.641999,11565.05467,17532.59133
Iowa,Live animals/fish,million U.S. dollars (2017 constant $),2012,8324.084514,10155.14467,12113.82639
Iowa,Other ag prods.,million U.S. dollars (2017 constant $),2012,8150.5873,9832.536255,11871.93005
Iowa,Animal feed,million U.S. dollars (2017 constant $),2012,7577.26188,7932.737096,10452.1129
Iowa,Mixed freight,million U.S. dollars (2017 constant $),2012,7300.971022,7727.9245,9957.227451
Iowa,Machinery,million U.S. dollars (2017 constant $),2012,5001.618348,7051.940726,7107.573548
Iowa,Other foodstuffs,million U.S. dollars (2017 constant $),2012,3847.254224,6774.225074,6975.471353
Iowa,Motorized vehicles,million U.S. dollars (2017 constant $),2012,3687.51036,6225.364086,5388.399251
Iowa,Meat/seafood,million U.S. dollars (2017 constant $),2012,3366.075195,5277.319367,5014.829917
Iowa,Electronics,million U.S. dollars (2017 constant $),2012,2621.918368,5063.059481,4823.577271
Kansas,Mixed freight,million U.S. dollars (2017 constant $),2012,16842.64975,11207.88341,14597.06915
Kansas,Machinery,million U.S. dollars (2017 constant $),2012,7282.937385,10400.75582,12013.83737
Kansas,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,7065.97045,8253.557727,9998.15491
Kansas,Cereal grains,million U.S. dollars (2017 constant $),2012,5810.65861,8097.826948,9547.58588
Kansas,Fuel oils,million U.S. dollars (2017 constant $),2012,5527.941964,8052.011387,9466.432117
Kansas,Live animals/fish,million U.S. dollars (2017 constant $),2012,5178.286615,7851.570875,8584.719435
Kansas,Motorized vehicles,million U.S. dollars (2017 constant $),2012,3342.150416,4790.151703,7977.500784
Kansas,Gasoline,million U.S. dollars (2017 constant $),2012,3017.597627,4540.660303,5877.722432
Kansas,Fertilizers,million U.S. dollars (2017 constant $),2012,2601.715924,4350.207082,5790.745019
Kansas,Other foodstuffs,million U.S. dollars (2017 constant $),2012,2564.844758,4144.045537,5637.097379
Kentucky,Motorized vehicles,million U.S. dollars (2017 constant $),2012,23654.82107,25839.82132,45622.97697
Kentucky,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,8380.455779,25657.29954,26296.04934
Kentucky,Mixed freight,million U.S. dollars (2017 constant $),2012,6275.270889,24507.97915,19026.25355
Kentucky,Machinery,million U.S. dollars (2017 constant $),2012,5928.615838,20598.03713,17456.17748
Kentucky,Electronics,million U.S. dollars (2017 constant $),2012,5199.488214,11559.34946,13362.79049
Kentucky,Gasoline,million U.S. dollars (2017 constant $),2012,3962.316384,10173.99461,12529.27589
Kentucky,Base metals,million U.S. dollars (2017 constant $),2012,3771.703655,10067.95414,8561.629282
Kentucky,Other foodstuffs,million U.S. dollars (2017 constant $),2012,2955.073389,10051.61419,8455.426813
Kentucky,Furniture,million U.S. dollars (2017 constant $),2012,2888.113548,8753.430767,7737.145945
Kentucky,Fuel oils,million U.S. dollars (2017 constant $),2012,2829.82048,8685.538663,7320.796999
Louisiana,Gasoline,million U.S. dollars (2017 constant $),2012,32613.74486,20660.64095,29895.01479
Louisiana,Fuel oils,million U.S. dollars (2017 constant $),2012,27815.94179,14796.83174,21391.70413
Louisiana,Crude petroleum,million U.S. dollars (2017 constant $),2012,27564.56375,14143.90438,15019.877
Louisiana,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,20638.1726,11007.33211,13270.80287
Louisiana,Basic chemicals,million U.S. dollars (2017 constant $),2012,14123.42632,9765.396209,7818.64576
Louisiana,Other ag prods.,million U.S. dollars (2017 constant $),2012,13078.48375,8671.870338,7391.334293
Louisiana,Mixed freight,million U.S. dollars (2017 constant $),2012,9937.980908,8005.479358,5726.606845
Louisiana,Machinery,million U.S. dollars (2017 constant $),2012,9691.398406,5987.651772,5649.31298
Louisiana,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,7722.70874,5770.116393,5465.24269
Louisiana,Other foodstuffs,million U.S. dollars (2017 constant $),2012,7077.589855,5642.378286,5050.30794
Maine,Mixed freight,million U.S. dollars (2017 constant $),2012,4022.063822,4790.260834,4011.17773
Maine,Transport equip.,million U.S. dollars (2017 constant $),2012,1786.867633,3276.83729,3661.068566
Maine,Fuel oils,million U.S. dollars (2017 constant $),2012,1643.005524,2133.845682,2509.796678
Maine,Gasoline,million U.S. dollars (2017 constant $),2012,1553.473785,1942.551744,2227.138392
Maine,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,906.85931,1825.359351,1745.702822
Maine,Furniture,million U.S. dollars (2017 constant $),2012,836.787982,1619.952632,1653.479669
Maine,Electronics,million U.S. dollars (2017 constant $),2012,800.872551,1449.245391,1505.930272
Maine,Wood prods.,million U.S. dollars (2017 constant $),2012,770.389104,1372.104748,1376.948714
Maine,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,745.172353,1305.874667,1287.723164
Maine,Newsprint/paper,million U.S. dollars (2017 constant $),2012,739.414395,1215.935225,1075.309717
Maryland,Motorized vehicles,million U.S. dollars (2017 constant $),2012,10369.18563,18088.58096,18555.91416
Maryland,Mixed freight,million U.S. dollars (2017 constant $),2012,8458.218396,16900.94255,12645.06371
Maryland,Textiles/leather,million U.S. dollars (2017 constant $),2012,7335.918953,16367.97823,12113.78686
Maryland,Machinery,million U.S. dollars (2017 constant $),2012,5108.630535,15047.27506,11271.95934
Maryland,Gasoline,million U.S. dollars (2017 constant $),2012,4651.046158,12128.78225,9352.478431
Maryland,Furniture,million U.S. dollars (2017 constant $),2012,4591.837756,7470.81799,9050.142723
Maryland,Electronics,million U.S. dollars (2017 constant $),2012,4413.037181,6742.843696,8782.172354
Maryland,Other foodstuffs,million U.S. dollars (2017 constant $),2012,3938.997985,5862.407246,6343.844118
Maryland,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,3931.800262,5467.581994,5233.688794
Maryland,Base metals,million U.S. dollars (2017 constant $),2012,3314.843803,5204.784328,4660.727078
Massachusetts,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,17458.35336,23268.59772,20453.43596
Massachusetts,Gasoline,million U.S. dollars (2017 constant $),2012,13083.90808,16960.63238,18635.99757
Massachusetts,Mixed freight,million U.S. dollars (2017 constant $),2012,11315.55272,14261.78264,17722.76665
Massachusetts,Electronics,million U.S. dollars (2017 constant $),2012,8088.011628,13943.13744,14545.10393
Massachusetts,Precision instruments,million U.S. dollars (2017 constant $),2012,6528.031963,13639.28433,14171.97567
Massachusetts,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,5405.988194,8748.735563,11451.2977
Massachusetts,Machinery,million U.S. dollars (2017 constant $),2012,4764.801822,8385.635944,9283.113002
Massachusetts,Furniture,million U.S. dollars (2017 constant $),2012,4435.062467,6493.861308,6225.623023
Massachusetts,Fuel oils,million U.S. dollars (2017 constant $),2012,4240.3101,5999.119355,4683.24483
Massachusetts,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,3605.371548,5858.85244,3997.213671
Michigan,Motorized vehicles,million U.S. dollars (2017 constant $),2012,91592.95986,84928.38276,102284.2952
Michigan,Mixed freight,million U.S. dollars (2017 constant $),2012,24512.52836,44606.43747,31309.49467
Michigan,Machinery,million U.S. dollars (2017 constant $),2012,22708.59181,37656.71036,16001.56604
Michigan,Electronics,million U.S. dollars (2017 constant $),2012,14649.90727,22182.85461,14713.38701
Michigan,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,12665.24091,21882.20164,14618.18451
Michigan,Base metals,million U.S. dollars (2017 constant $),2012,11430.27247,15000.11569,13448.00539
Michigan,Furniture,million U.S. dollars (2017 constant $),2012,10383.33841,14727.409,13046.8265
Michigan,Other foodstuffs,million U.S. dollars (2017 constant $),2012,8797.012264,12876.3382,11105.13445
Michigan,Articles-base metal,million U.S. dollars (2017 constant $),2012,7974.682922,12661.71988,9791.664341
Michigan,Gasoline,million U.S. dollars (2017 constant $),2012,7793.59883,12416.74792,9430.905393
Minnesota,Mixed freight,million U.S. dollars (2017 constant $),2012,11879.9289,14902.82758,19051.4604
Minnesota,Other ag prods.,million U.S. dollars (2017 constant $),2012,8920.151798,13365.61282,13105.87389
Minnesota,Other foodstuffs,million U.S. dollars (2017 constant $),2012,8345.272682,12915.70912,12751.32643
Minnesota,Machinery,million U.S. dollars (2017 constant $),2012,7263.004924,11305.69122,12507.58319
Minnesota,Electronics,million U.S. dollars (2017 constant $),2012,6821.928383,8476.122716,11087.51576
Minnesota,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,6424.525001,8296.062653,10246.05833
Minnesota,Cereal grains,million U.S. dollars (2017 constant $),2012,6052.066235,8173.972698,10015.7076
Minnesota,Nonmetal min. prods.,million U.S. dollars (2017 constant $),2012,5514.829334,8103.288725,8417.969507
Minnesota,Gasoline,million U.S. dollars (2017 constant $),2012,4853.317062,7293.656893,7689.333002
Minnesota,Furniture,million U.S. dollars (2017 constant $),2012,4168.792798,6899.649771,6816.065119
Mississippi,Transport equip.,million U.S. dollars (2017 constant $),2012,7754.553649,19083.46818,22476.57532
Mississippi,Textiles/leather,million U.S. dollars (2017 constant $),2012,6718.777072,9513.695527,20512.44324
Mississippi,Mixed freight,million U.S. dollars (2017 constant $),2012,5654.945301,9312.492366,8052.000002
Mississippi,Crude petroleum,million U.S. dollars (2017 constant $),2012,5275.711072,8485.29616,5720.356712
Mississippi,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,4441.205022,6972.198359,5445.817134
Mississippi,Gasoline,million U.S. dollars (2017 constant $),2012,3632.257118,6912.853902,5314.890022
Mississippi,Fuel oils,million U.S. dollars (2017 constant $),2012,2370.707199,6234.150961,4711.500292
Mississippi,Live animals/fish,million U.S. dollars (2017 constant $),2012,1958.367992,4151.56054,4710.167346
Mississippi,Machinery,million U.S. dollars (2017 constant $),2012,1858.066912,4110.38994,4691.117577
Mississippi,Motorized vehicles,million U.S. dollars (2017 constant $),2012,1840.998542,3135.244812,4159.198851
Missouri,Mixed freight,million U.S. dollars (2017 constant $),2012,11694.50384,16743.28704,26446.58231
Missouri,Motorized vehicles,million U.S. dollars (2017 constant $),2012,11273.76334,16348.88488,13008.17644
Missouri,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,9893.954269,13727.96399,11739.49497
Missouri,Transport equip.,million U.S. dollars (2017 constant $),2012,7601.773571,11786.0116,11076.18527
Missouri,Other foodstuffs,million U.S. dollars (2017 constant $),2012,7534.439063,10594.72811,11014.88819
Missouri,Machinery,million U.S. dollars (2017 constant $),2012,5682.141172,10068.44407,10959.9792
Missouri,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,5203.462745,9834.647983,8323.251537
Missouri,Electronics,million U.S. dollars (2017 constant $),2012,4612.453946,9483.17106,7373.197456
Missouri,Chemical prods.,million U.S. dollars (2017 constant $),2012,4076.158262,8447.171629,6483.124391
Missouri,Furniture,million U.S. dollars (2017 constant $),2012,4009.703914,6940.087627,5846.664628
Montana,Crude petroleum,million U.S. dollars (2017 constant $),2012,2901.007633,4890.355495,3546.879226
Montana,Fuel oils,million U.S. dollars (2017 constant $),2012,2678.709933,4774.011815,3491.703742
Montana,Gasoline,million U.S. dollars (2017 constant $),2012,2541.72887,4570.965259,2156.924679
Montana,Coal-n.e.c.,million U.S. dollars (2017 constant $),2012,2253.873018,2746.619359,2079.15771
Montana,Cereal grains,million U.S. dollars (2017 constant $),2012,1153.263226,1824.908601,1423.218053
Montana,Mixed freight,million U.S. dollars (2017 constant $),2012,1097.959956,1820.495094,987.135239
Montana,Machinery,million U.S. dollars (2017 constant $),2012,1037.821885,1799.710995,980.18143
Montana,Furniture,million U.S. dollars (2017 constant $),2012,715.813824,1720.19683,902.545519
Montana,Motorized vehicles,million U.S. dollars (2017 constant $),2012,715.457581,1446.107305,805.345883
Montana,Wood prods.,million U.S. dollars (2017 constant $),2012,623.006697,1390.200247,706.865927
Nebraska,Live animals/fish,million U.S. dollars (2017 constant $),2012,9232.194762,11263.30601,18673.75738
Nebraska,Cereal grains,million U.S. dollars (2017 constant $),2012,8187.335996,9031.657134,8847.494505
Nebraska,Other ag prods.,million U.S. dollars (2017 constant $),2012,4033.861391,6772.111669,6255.847178
Nebraska,Machinery,million U.S. dollars (2017 constant $),2012,3614.368378,6607.299085,5956.553826
Nebraska,Meat/seafood,million U.S. dollars (2017 constant $),2012,2819.998245,5683.585554,4631.994892
Nebraska,Mixed freight,million U.S. dollars (2017 constant $),2012,2434.652352,4987.402031,2993.272565
Nebraska,Other foodstuffs,million U.S. dollars (2017 constant $),2012,2233.561996,3440.859852,2964.071488
Nebraska,Chemical prods.,million U.S. dollars (2017 constant $),2012,2029.691871,3228.393823,2838.672838
Nebraska,Motorized vehicles,million U.S. dollars (2017 constant $),2012,1812.491629,2974.388634,2726.772805
Nebraska,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,1809.252555,2553.999274,2620.679026
Nevada,Mixed freight,million U.S. dollars (2017 constant $),2012,3021.54122,11037.59676,13012.11837
Nevada,Electronics,million U.S. dollars (2017 constant $),2012,2100.567449,7823.49543,12959.10313
Nevada,Textiles/leather,million U.S. dollars (2017 constant $),2012,1836.221083,7215.262949,5263.18502
Nevada,Furniture,million U.S. dollars (2017 constant $),2012,1757.513048,5837.521979,3843.023816
Nevada,Machinery,million U.S. dollars (2017 constant $),2012,1628.76084,5584.972966,3176.525347
Nevada,Other foodstuffs,million U.S. dollars (2017 constant $),2012,1431.79617,5421.327903,3110.290725
Nevada,Alcoholic beverages,million U.S. dollars (2017 constant $),2012,1429.363911,4678.218165,2974.882282
Nevada,Misc. mfg. prods.,million U.S. dollars (2017 constant $),2012,1172.546135,3625.272083,1629.677173
Nevada,Nonmetal min. prods.,million U.S. dollars (2017 constant $),2012,892.756112,3486.982696,1588.774033
Nevada,Pharmaceuticals,million U.S. dollars (2017 constant $),2012,601.871909,2764.09999,1568.10542
New Hampshire,Fuel oils,million U.S. dollars (2017 constant $),2012,2186.223941,8044.204072,6960.128037
New Hampshire,Electronics,million U.S. dollars (2017 constant $),2012,1723.961909,7052.746964,3237.811273
