State,Commodity,Field,Value,Unit,Year
Alaska,Crude petroleum,value_in,6311.661061,million U.S. dollars (2017 constant $),2012
Alaska,Gasoline,value_within,2716.245593,million U.S. dollars (2017 constant $),2012
Alaska,Gasoline,value_out,8466.134423,million U.S. dollars (2017 constant $),2012
Alaska,Gasoline,value_in,3330.772448,million U.S. dollars (2017 constant $),2012
Alaska,Meat/seafood,value_within,2057.475022,million U.S. dollars (2017 constant $),2012
Alaska,Meat/seafood,value_out,3100.666419,million U.S. dollars (2017 constant $),2012
Alaska,Meat/seafood,value_in,3236.664844,million U.S. dollars (2017 constant $),2012
Alaska,Coal-n.e.c.,value_within,2030.305348,million U.S. dollars (2017 constant $),2012
Alaska,Coal-n.e.c.,value_out,1382.003675,million U.S. dollars (2017 constant $),2012
Alaska,Coal-n.e.c.,value_in,2120.862288,million U.S. dollars (2017 constant $),2012
Alaska,Fuel oils,value_within,1826.416295,million U.S. dollars (2017 constant $),2012
Alaska,Fuel oils,value_out,1361.300723,million U.S. dollars (2017 constant $),2012
Alaska,Fuel oils,value_in,1539.658229,million U.S. dollars (2017 constant $),2012
Alaska,Live animals/fish,value_within,1676.722891,million U.S. dollars (2017 constant $),2012
Alaska,Live animals/fish,value_out,424.482834,million U.S. dollars (2017 constant $),2012
Alaska,Live animals/fish,value_in,1483.908737,million U.S. dollars (2017 constant $),2012
Alaska,Mixed freight,value_within,1625.918001,million U.S. dollars (2017 constant $),2012
Alaska,Mixed freight,value_out,342.657969,million U.S. dollars (2017 constant $),2012
Alaska,Mixed freight,value_in,1339.384157,million U.S. dollars (2017 constant $),2012
Alaska,Metallic ores,value_within,1256.746005,million U.S. dollars (2017 constant $),2012
Alaska,Metallic ores,value_out,322.025547,million U.S. dollars (2017 constant $),2012
Alaska,Metallic ores,value_in,793.751544,million U.S. dollars (2017 constant $),2012
Alaska,Electronics,value_within,1011.953226,million U.S. dollars (2017 constant $),2012
Alaska,Electronics,value_out,221.919472,million U.S. dollars (2017 constant $),2012
Alaska,Electronics,value_in,454.772158,million U.S. dollars (2017 constant $),2012
Alaska,Machinery,value_within,840.509423,million U.S. dollars (2017 constant $),2012
Alaska,Machinery,value_out,193.631708,million U.S. dollars (2017 constant $),2012
Alaska,Machinery,value_in,402.147799,million U.S. dollars (2017 constant $),2012
Arizona,Pharmaceuticals,value_within,16646.92775,million U.S. dollars (2017 constant $),2012
Arizona,Pharmaceuticals,value_out,14629.01481,million U.S. dollars (2017 constant $),2012
Arizona,Pharmaceuticals,value_in,23116.1433,million U.S. dollars (2017 constant $),2012
Arizona,Mixed freight,value_within,15114.12029,million U.S. dollars (2017 constant $),2012
Arizona,Mixed freight,value_out,14283.65148,million U.S. dollars (2017 constant $),2012
Arizona,Mixed freight,value_in,11075.22229,million U.S. dollars (2017 constant $),2012
Arizona,Electronics,value_within,10355.68326,million U.S. dollars (2017 constant $),2012
Arizona,Electronics,value_out,11319.68409,million U.S. dollars (2017 constant $),2012
Arizona,Electronics,value_in,10846.56843,million U.S. dollars (2017 constant $),2012
Arizona,Machinery,value_within,5739.380013,million U.S. dollars (2017 constant $),2012
Arizona,Machinery,value_out,7219.371791,million U.S. dollars (2017 constant $),2012
Arizona,Machinery,value_in,10734.75353,million U.S. dollars (2017 constant $),2012
Arizona,Furniture,value_within,4909.873492,million U.S. dollars (2017 constant $),2012
Arizona,Furniture,value_out,6930.221349,million U.S. dollars (2017 constant $),2012
Arizona,Furniture,value_in,7846.514522,million U.S. dollars (2017 constant $),2012
Arizona,Other foodstuffs,value_within,4347.624909,million U.S. dollars (2017 constant $),2012
Arizona,Other foodstuffs,value_out,6445.882772,million U.S. dollars (2017 constant $),2012
Arizona,Other foodstuffs,value_in,6892.802317,million U.S. dollars (2017 constant $),2012
Arizona,Other ag prods.,value_within,4169.642492,million U.S. dollars (2017 constant $),2012
Arizona,Other ag prods.,value_out,4695.337539,million U.S. dollars (2017 constant $),2012
Arizona,Other ag prods.,value_in,6776.559917,million U.S. dollars (2017 constant $),2012
Arizona,Metallic ores,value_within,3732.37376,million U.S. dollars (2017 constant $),2012
Arizona,Metallic ores,value_out,4052.937511,million U.S. dollars (2017 constant $),2012
Arizona,Metallic ores,value_in,6390.898859,million U.S. dollars (2017 constant $),2012
Arizona,Misc. mfg. prods.,value_within,2906.270667,million U.S. dollars (2017 constant $),2012
Arizona,Misc. mfg. prods.,value_out,3633.268572,million U.S. dollars (2017 constant $),2012
Arizona,Misc. mfg. prods.,value_in,6145.660214,million U.S. dollars (2017 constant $),2012
Arizona,Transport equip.,value_within,2773.861155,million U.S. dollars (2017 constant $),2012
Arizona,Transport equip.,value_out,3422.798808,million U.S. dollars (2017 constant $),2012
Arizona,Transport equip.,value_in,5908.331893,million U.S. dollars (2017 constant $),2012
Arkansas,Meat/seafood,value_within,10570.93395,million U.S. dollars (2017 constant $),2012
Arkansas,Meat/seafood,value_out,9381.881605,million U.S. dollars (2017 constant $),2012
Arkansas,Meat/seafood,value_in,10395.63797,million U.S. dollars (2017 constant $),2012
Arkansas,Coal-n.e.c.,value_within,6234.317593,million U.S. dollars (2017 constant $),2012
Arkansas,Coal-n.e.c.,value_out,7251.66832,million U.S. dollars (2017 constant $),2012
Arkansas,Coal-n.e.c.,value_in,8531.365425,million U.S. dollars (2017 constant $),2012
Arkansas,Mixed freight,value_within,5442.028193,million U.S. dollars (2017 constant $),2012
Arkansas,Mixed freight,value_out,5133.211537,million U.S. dollars (2017 constant $),2012
Arkansas,Mixed freight,value_in,6050.888711,million U.S. dollars (2017 constant $),2012
Arkansas,Live animals/fish,value_within,4570.292919,million U.S. dollars (2017 constant $),2012
Arkansas,Live animals/fish,value_out,4987.608572,million U.S. dollars (2017 constant $),2012
Arkansas,Live animals/fish,value_in,6026.16304,million U.S. dollars (2017 constant $),2012
Arkansas,Other ag prods.,value_within,3730.378275,million U.S. dollars (2017 constant $),2012
Arkansas,Other ag prods.,value_out,4436.2172,million U.S. dollars (2017 constant $),2012
Arkansas,Other ag prods.,value_in,5748.722719,million U.S. dollars (2017 constant $),2012
Arkansas,Transport equip.,value_within,3059.168832,million U.S. dollars (2017 constant $),2012
Arkansas,Transport equip.,value_out,4352.261602,million U.S. dollars (2017 constant $),2012
Arkansas,Transport equip.,value_in,5264.781555,million U.S. dollars (2017 constant $),2012
Arkansas,Motorized vehicles,value_within,2742.944798,million U.S. dollars (2017 constant $),2012
Arkansas,Motorized vehicles,value_out,4256.48897,million U.S. dollars (2017 constant $),2012
Arkansas,Motorized vehicles,value_in,4887.793239,million U.S. dollars (2017 constant $),2012
Arkansas,Machinery,value_within,2635.720629,million U.S. dollars (2017 constant $),2012
Arkansas,Machinery,value_out,3721.307446,million U.S. dollars (2017 constant $),2012
Arkansas,Machinery,value_in,4607.743807,million U.S. dollars (2017 constant $),2012
Arkansas,Other foodstuffs,value_within,2115.570363,million U.S. dollars (2017 constant $),2012
Arkansas,Other foodstuffs,value_out,3489.592406,million U.S. dollars (2017 constant $),2012
Arkansas,Other foodstuffs,value_in,4305.579036,million U.S. dollars (2017 constant $),2012
Arkansas,Cereal grains,value_within,1817.585218,million U.S. dollars (2017 constant $),2012
Arkansas,Cereal grains,value_out,3348.008597,million U.S. dollars (2017 constant $),2012
Arkansas,Cereal grains,value_in,3964.18079,million U.S. dollars (2017 constant $),2012
California,Electronics,value_within,181726.0554,million U.S. dollars (2017 constant $),2012
California,Electronics,value_out,165526.6516,million U.S. dollars (2017 constant $),2012
California,Electronics,value_in,98121.46134,million U.S. dollars (2017 constant $),2012
California,Mixed freight,value_within,124111.9932,million U.S. dollars (2017 constant $),2012
California,Mixed freight,value_out,67375.38401,million U.S. dollars (2017 constant $),2012
California,Mixed freight,value_in,57356.68467,million U.S. dollars (2017 constant $),2012
California,Motorized vehicles,value_within,95277.67923,million U.S. dollars (2017 constant $),2012
California,Motorized vehicles,value_out,62516.85908,million U.S. dollars (2017 constant $),2012
California,Motorized vehicles,value_in,35901.11205,million U.S. dollars (2017 constant $),2012
California,Pharmaceuticals,value_within,73770.44436,million U.S. dollars (2017 constant $),2012
California,Pharmaceuticals,value_out,53102.63414,million U.S. dollars (2017 constant $),2012
California,Pharmaceuticals,value_in,34350.19917,million U.S. dollars (2017 constant $),2012
California,Other foodstuffs,value_within,68191.59724,million U.S. dollars (2017 constant $),2012
California,Other foodstuffs,value_out,49174.60793,million U.S. dollars (2017 constant $),2012
California,Other foodstuffs,value_in,29462.30478,million U.S. dollars (2017 constant $),2012
California,Textiles/leather,value_within,63754.09604,million U.S. dollars (2017 constant $),2012
California,Textiles/leather,value_out,47326.05384,million U.S. dollars (2017 constant $),2012
California,Textiles/leather,value_in,26978.6612,million U.S. dollars (2017 constant $),2012
California,Gasoline,value_within,60361.15708,million U.S. dollars (2017 constant $),2012
California,Gasoline,value_out,45578.516,million U.S. dollars (2017 constant $),2012
California,Gasoline,value_in,26291.02409,million U.S. dollars (2017 constant $),2012
California,Misc. mfg. prods.,value_within,56877.96802,million U.S. dollars (2017 constant $),2012
California,Misc. mfg. prods.,value_out,35438.49229,million U.S. dollars (2017 constant $),2012
California,Misc. mfg. prods.,value_in,24786.79737,million U.S. dollars (2017 constant $),2012
California,Machinery,value_within,56652.36267,million U.S. dollars (2017 constant $),2012
California,Machinery,value_out,30225.22545,million U.S. dollars (2017 constant $),2012
California,Machinery,value_in,22371.4899,million U.S. dollars (2017 constant $),2012
California,Other ag prods.,value_within,47396.189,million U.S. dollars (2017 constant $),2012
California,Other ag prods.,value_out,26473.87093,million U.S. dollars (2017 constant $),2012
California,Other ag prods.,value_in,20708.24621,million U.S. dollars (2017 constant $),2012
Colorado,Mixed freight,value_within,16719.63101,million U.S. dollars (2017 constant $),2012
Colorado,Mixed freight,value_out,11915.08803,million U.S. dollars (2017 constant $),2012
Colorado,Mixed freight,value_in,12571.86462,million U.S. dollars (2017 constant $),2012
Colorado,Coal-n.e.c.,value_within,6608.107693,million U.S. dollars (2017 constant $),2012
Colorado,Coal-n.e.c.,value_out,10811.07268,million U.S. dollars (2017 constant $),2012
Colorado,Coal-n.e.c.,value_in,11512.13082,million U.S. dollars (2017 constant $),2012
Colorado,Motorized vehicles,value_within,6440.932879,million U.S. dollars (2017 constant $),2012
Colorado,Motorized vehicles,value_out,8705.764661,million U.S. dollars (2017 constant $),2012
Colorado,Motorized vehicles,value_in,8731.021511,million U.S. dollars (2017 constant $),2012
Colorado,Machinery,value_within,5797.240098,million U.S. dollars (2017 constant $),2012
Colorado,Machinery,value_out,6404.870951,million U.S. dollars (2017 constant $),2012
Colorado,Machinery,value_in,8030.521516,million U.S. dollars (2017 constant $),2012
Colorado,Electronics,value_within,5731.421144,million U.S. dollars (2017 constant $),2012
Colorado,Electronics,value_out,6069.168548,million U.S. dollars (2017 constant $),2012
Colorado,Electronics,value_in,7727.507479,million U.S. dollars (2017 constant $),2012
Colorado,Furniture,value_within,3815.684077,million U.S. dollars (2017 constant $),2012
Colorado,Furniture,value_out,5716.481388,million U.S. dollars (2017 constant $),2012
Colorado,Furniture,value_in,7461.381604,million U.S. dollars (2017 constant $),2012
Colorado,Live animals/fish,value_within,3704.788654,million U.S. dollars (2017 constant $),2012
Colorado,Live animals/fish,value_out,5462.634877,million U.S. dollars (2017 constant $),2012
Colorado,Live animals/fish,value_in,7049.383137,million U.S. dollars (2017 constant $),2012
Colorado,Nonmetal min. prods.,value_within,3455.770447,million U.S. dollars (2017 constant $),2012
Colorado,Nonmetal min. prods.,value_out,5003.568546,million U.S. dollars (2017 constant $),2012
Colorado,Nonmetal min. prods.,value_in,6756.781007,million U.S. dollars (2017 constant $),2012
Colorado,Pharmaceuticals,value_within,3266.422179,million U.S. dollars (2017 constant $),2012
Colorado,Pharmaceuticals,value_out,4498.369141,million U.S. dollars (2017 constant $),2012
Colorado,Pharmaceuticals,value_in,5663.189535,million U.S. dollars (2017 constant $),2012
Colorado,Other foodstuffs,value_within,2835.785684,million U.S. dollars (2017 constant $),2012
Colorado,Other foodstuffs,value_out,3861.42487,million U.S. dollars (2017 constant $),2012
Colorado,Other foodstuffs,value_in,4470.401109,million U.S. dollars (2017 constant $),2012
Connecticut,Transport equip.,value_within,11744.43913,million U.S. dollars (2017 constant $),2012
Connecticut,Transport equip.,value_out,27305.96547,million U.S. dollars (2017 constant $),2012
Connecticut,Transport equip.,value_in,19110.41412,million U.S. dollars (2017 constant $),2012
Connecticut,Mixed freight,value_within,8072.422516,million U.S. dollars (2017 constant $),2012
Connecticut,Mixed freight,value_out,18690.54258,million U.S. dollars (2017 constant $),2012
Connecticut,Mixed freight,value_in,9348.389172,million U.S. dollars (2017 constant $),2012
Connecticut,Fuel oils,value_within,5323.462388,million U.S. dollars (2017 constant $),2012
Connecticut,Fuel oils,value_out,11015.31115,million U.S. dollars (2017 constant $),2012
Connecticut,Fuel oils,value_in,8925.23566,million U.S. dollars (2017 constant $),2012
Connecticut,Coal-n.e.c.,value_within,4355.66687,million U.S. dollars (2017 constant $),2012
Connecticut,Coal-n.e.c.,value_out,9861.926292,million U.S. dollars (2017 constant $),2012
Connecticut,Coal-n.e.c.,value_in,7711.114297,million U.S. dollars (2017 constant $),2012
Connecticut,Textiles/leather,value_within,3944.479633,million U.S. dollars (2017 constant $),2012
Connecticut,Textiles/leather,value_out,9591.78234,million U.S. dollars (2017 constant $),2012
Connecticut,Textiles/leather,value_in,7591.313975,million U.S. dollars (2017 constant $),2012
Connecticut,Machinery,value_within,3598.827121,million U.S. dollars (2017 constant $),2012
Connecticut,Machinery,value_out,7841.552403,million U.S. dollars (2017 constant $),2012
Connecticut,Machinery,value_in,6225.675783,million U.S. dollars (2017 constant $),2012
Connecticut,Electronics,value_within,3569.653474,million U.S. dollars (2017 constant $),2012
Connecticut,Electronics,value_out,6597.498601,million U.S. dollars (2017 constant $),2012
Connecticut,Electronics,value_in,5220.3152,million U.S. dollars (2017 constant $),2012
Connecticut,Motorized vehicles,value_within,3088.994761,million U.S. dollars (2017 constant $),2012
Connecticut,Motorized vehicles,value_out,5202.427346,million U.S. dollars (2017 constant $),2012
Connecticut,Motorized vehicles,value_in,4912.3749,million U.S. dollars (2017 constant $),2012
Connecticut,Furniture,value_within,2843.075787,million U.S. dollars (2017 constant $),2012
Connecticut,Furniture,value_out,4249.038562,million U.S. dollars (2017 constant $),2012
Connecticut,Furniture,value_in,4768.645749,million U.S. dollars (2017 constant $),2012
Connecticut,Base metals,value_within,2238.662988,million U.S. dollars (2017 constant $),2012
Connecticut,Base metals,value_out,4207.179018,million U.S. dollars (2017 constant $),2012
Connecticut,Base metals,value_in,3644.884551,million U.S. dollars (2017 constant $),2012
Delaware,Pharmaceuticals,value_within,3197.196772,million U.S. dollars (2017 constant $),2012
Delaware,Pharmaceuticals,value_out,13603.2214,million U.S. dollars (2017 constant $),2012
Delaware,Pharmaceuticals,value_in,4747.835042,million U.S. dollars (2017 constant $),2012
Delaware,Gasoline,value_within,3121.430452,million U.S. dollars (2017 constant $),2012
Delaware,Gasoline,value_out,3849.433988,million U.S. dollars (2017 constant $),2012
Delaware,Gasoline,value_in,4472.907351,million U.S. dollars (2017 constant $),2012
Delaware,Fuel oils,value_within,2178.465012,million U.S. dollars (2017 constant $),2012
Delaware,Fuel oils,value_out,1853.151633,million U.S. dollars (2017 constant $),2012
Delaware,Fuel oils,value_in,4054.063637,million U.S. dollars (2017 constant $),2012
Delaware,Crude petroleum,value_within,2064.546259,million U.S. dollars (2017 constant $),2012
Delaware,Crude petroleum,value_out,1610.584419,million U.S. dollars (2017 constant $),2012
Delaware,Crude petroleum,value_in,3074.682786,million U.S. dollars (2017 constant $),2012
Delaware,Other ag prods.,value_within,713.466631,million U.S. dollars (2017 constant $),2012
Delaware,Other ag prods.,value_out,1494.403633,million U.S. dollars (2017 constant $),2012
Delaware,Other ag prods.,value_in,2624.258827,million U.S. dollars (2017 constant $),2012
Delaware,Live animals/fish,value_within,630.791562,million U.S. dollars (2017 constant $),2012
Delaware,Live animals/fish,value_out,1140.693923,million U.S. dollars (2017 constant $),2012
Delaware,Live animals/fish,value_in,2347.737748,million U.S. dollars (2017 constant $),2012
Delaware,Furniture,value_within,591.121989,million U.S. dollars (2017 constant $),2012
Delaware,Furniture,value_out,1128.837742,million U.S. dollars (2017 constant $),2012
Delaware,Furniture,value_in,1877.282693,million U.S. dollars (2017 constant $),2012
Delaware,Motorized vehicles,value_within,540.679091,million U.S. dollars (2017 constant $),2012
Delaware,Motorized vehicles,value_out,991.101366,million U.S. dollars (2017 constant $),2012
Delaware,Motorized vehicles,value_in,1642.241101,million U.S. dollars (2017 constant $),2012
Delaware,Alcoholic beverages,value_within,463.777405,million U.S. dollars (2017 constant $),2012
Delaware,Alcoholic beverages,value_out,948.90792,million U.S. dollars (2017 constant $),2012
Delaware,Alcoholic beverages,value_in,1563.22906,million U.S. dollars (2017 constant $),2012
Delaware,Chemical prods.,value_within,456.820667,million U.S. dollars (2017 constant $),2012
Delaware,Chemical prods.,value_out,872.463546,million U.S. dollars (2017 constant $),2012
Delaware,Chemical prods.,value_in,1508.897106,million U.S. dollars (2017 constant $),2012
Florida,Mixed freight,value_within,50895.15988,million U.S. dollars (2017 constant $),2012
Florida,Mixed freight,value_out,25619.85839,million U.S. dollars (2017 constant $),2012
Florida,Mixed freight,value_in,42740.01081,million U.S. dollars (2017 constant $),2012
Florida,Electronics,value_within,38970.87525,million U.S. dollars (2017 constant $),2012
Florida,Electronics,value_out,20932.23609,million U.S. dollars (2017 constant $),2012
Florida,Electronics,value_in,27464.10839,million U.S. dollars (2017 constant $),2012
Florida,Pharmaceuticals,value_within,34827.61794,million U.S. dollars (2017 constant $),2012
Florida,Pharmaceuticals,value_out,13113.36055,million U.S. dollars (2017 constant $),2012
Florida,Pharmaceuticals,value_in,25425.2682,million U.S. dollars (2017 constant $),2012
Florida,Gasoline,value_within,26312.4204,million U.S. dollars (2017 constant $),2012
Florida,Gasoline,value_out,12041.4947,million U.S. dollars (2017 constant $),2012
Florida,Gasoline,value_in,23989.07245,million U.S. dollars (2017 constant $),2012
Florida,Misc. mfg. prods.,value_within,25963.86497,million U.S. dollars (2017 constant $),2012
Florida,Misc. mfg. prods.,value_out,11386.1496,million U.S. dollars (2017 constant $),2012
Florida,Misc. mfg. prods.,value_in,23689.82115,million U.S. dollars (2017 constant $),2012
Florida,Machinery,value_within,19283.60393,million U.S. dollars (2017 constant $),2012
Florida,Machinery,value_out,11222.64445,million U.S. dollars (2017 constant $),2012
Florida,Machinery,value_in,21500.23816,million U.S. dollars (2017 constant $),2012
Florida,Furniture,value_within,18128.88618,million U.S. dollars (2017 constant $),2012
Florida,Furniture,value_out,10456.14868,million U.S. dollars (2017 constant $),2012
Florida,Furniture,value_in,20134.14987,million U.S. dollars (2017 constant $),2012
Florida,Other foodstuffs,value_within,17734.49245,million U.S. dollars (2017 constant $),2012
Florida,Other foodstuffs,value_out,8537.082097,million U.S. dollars (2017 constant $),2012
Florida,Other foodstuffs,value_in,17542.85841,million U.S. dollars (2017 constant $),2012
Florida,Motorized vehicles,value_within,17192.72744,million U.S. dollars (2017 constant $),2012
Florida,Motorized vehicles,value_out,8300.123387,million U.S. dollars (2017 constant $),2012
Florida,Motorized vehicles,value_in,11477.91287,million U.S. dollars (2017 constant $),2012
Florida,Alcoholic beverages,value_within,12929.47241,million U.S. dollars (2017 constant $),2012
Florida,Alcoholic beverages,value_out,7398.794664,million U.S. dollars (2017 constant $),2012
Florida,Alcoholic beverages,value_in,10821.49921,million U.S. dollars (2017 constant $),2012
Georgia,Mixed freight,value_within,22326.99476,million U.S. dollars (2017 constant $),2012
Georgia,Mixed freight,value_out,35530.45258,million U.S. dollars (2017 constant $),2012
Georgia,Mixed freight,value_in,30937.95722,million U.S. dollars (2017 constant $),2012
Georgia,Motorized vehicles,value_within,19632.74529,million U.S. dollars (2017 constant $),2012
Georgia,Motorized vehicles,value_out,28953.62817,million U.S. dollars (2017 constant $),2012
Georgia,Motorized vehicles,value_in,26304.23992,million U.S. dollars (2017 constant $),2012
Georgia,Machinery,value_within,15670.89454,million U.S. dollars (2017 constant $),2012
Georgia,Machinery,value_out,28430.05833,million U.S. dollars (2017 constant $),2012
Georgia,Machinery,value_in,25304.35976,million U.S. dollars (2017 constant $),2012
Georgia,Electronics,value_within,15300.96149,million U.S. dollars (2017 constant $),2012
Georgia,Electronics,value_out,27148.98992,million U.S. dollars (2017 constant $),2012
Georgia,Electronics,value_in,24993.47817,million U.S. dollars (2017 constant $),2012
Georgia,Textiles/leather,value_within,14737.92479,million U.S. dollars (2017 constant $),2012
Georgia,Textiles/leather,value_out,26569.6926,million U.S. dollars (2017 constant $),2012
Georgia,Textiles/leather,value_in,20793.54831,million U.S. dollars (2017 constant $),2012
Georgia,Pharmaceuticals,value_within,14518.4834,million U.S. dollars (2017 constant $),2012
Georgia,Pharmaceuticals,value_out,18615.07761,million U.S. dollars (2017 constant $),2012
Georgia,Pharmaceuticals,value_in,19723.03501,million U.S. dollars (2017 constant $),2012
Georgia,Gasoline,value_within,10341.9635,million U.S. dollars (2017 constant $),2012
Georgia,Gasoline,value_out,14598.72079,million U.S. dollars (2017 constant $),2012
Georgia,Gasoline,value_in,15785.35931,million U.S. dollars (2017 constant $),2012
Georgia,Transport equip.,value_within,9630.944577,million U.S. dollars (2017 constant $),2012
Georgia,Transport equip.,value_out,10192.18245,million U.S. dollars (2017 constant $),2012
Georgia,Transport equip.,value_in,14058.94668,million U.S. dollars (2017 constant $),2012
Georgia,Other foodstuffs,value_within,8404.003931,million U.S. dollars (2017 constant $),2012
Georgia,Other foodstuffs,value_out,10057.02106,million U.S. dollars (2017 constant $),2012
Georgia,Other foodstuffs,value_in,11283.71938,million U.S. dollars (2017 constant $),2012
Georgia,Furniture,value_within,8207.21337,million U.S. dollars (2017 constant $),2012
Georgia,Furniture,value_out,8139.280571,million U.S. dollars (2017 constant $),2012
Georgia,Furniture,value_in,11172.14118,million U.S. dollars (2017 constant $),2012
Hawaii,Gasoline,value_within,2475.484238,million U.S. dollars (2017 constant $),2012
Hawaii,Gasoline,value_out,423.3423,million U.S. dollars (2017 constant $),2012
Hawaii,Gasoline,value_in,8809.921704,million U.S. dollars (2017 constant $),2012
Hawaii,Fuel oils,value_within,2301.472656,million U.S. dollars (2017 constant $),2012
Hawaii,Fuel oils,value_out,160.855389,million U.S. dollars (2017 constant $),2012
Hawaii,Fuel oils,value_in,1709.505554,million U.S. dollars (2017 constant $),2012
Hawaii,Mixed freight,value_within,2076.518988,million U.S. dollars (2017 constant $),2012
Hawaii,Mixed freight,value_out,142.622655,million U.S. dollars (2017 constant $),2012
Hawaii,Mixed freight,value_in,1396.99484,million U.S. dollars (2017 constant $),2012
Hawaii,Crude petroleum,value_within,2060.798685,million U.S. dollars (2017 constant $),2012
Hawaii,Crude petroleum,value_out,142.556928,million U.S. dollars (2017 constant $),2012
Hawaii,Crude petroleum,value_in,1322.6232,million U.S. dollars (2017 constant $),2012
Hawaii,Pharmaceuticals,value_within,1950.936959,million U.S. dollars (2017 constant $),2012
Hawaii,Pharmaceuticals,value_out,113.903994,million U.S. dollars (2017 constant $),2012
Hawaii,Pharmaceuticals,value_in,1043.858617,million U.S. dollars (2017 constant $),2012
Hawaii,Other foodstuffs,value_within,1365.248131,million U.S. dollars (2017 constant $),2012
Hawaii,Other foodstuffs,value_out,109.166571,million U.S. dollars (2017 constant $),2012
Hawaii,Other foodstuffs,value_in,1021.827274,million U.S. dollars (2017 constant $),2012
Hawaii,Other ag prods.,value_within,893.043318,million U.S. dollars (2017 constant $),2012
Hawaii,Other ag prods.,value_out,103.79882,million U.S. dollars (2017 constant $),2012
Hawaii,Other ag prods.,value_in,766.739102,million U.S. dollars (2017 constant $),2012
Hawaii,Textiles/leather,value_within,870.340008,million U.S. dollars (2017 constant $),2012
Hawaii,Textiles/leather,value_out,102.060169,million U.S. dollars (2017 constant $),2012
Hawaii,Textiles/leather,value_in,519.129632,million U.S. dollars (2017 constant $),2012
Hawaii,Electronics,value_within,803.62942,million U.S. dollars (2017 constant $),2012
Hawaii,Electronics,value_out,98.328018,million U.S. dollars (2017 constant $),2012
Hawaii,Electronics,value_in,411.72457,million U.S. dollars (2017 constant $),2012
Hawaii,Alcoholic beverages,value_within,722.871746,million U.S. dollars (2017 constant $),2012
Hawaii,Alcoholic beverages,value_out,58.498408,million U.S. dollars (2017 constant $),2012
Hawaii,Alcoholic beverages,value_in,390.254134,million U.S. dollars (2017 constant $),2012
Idaho,Other foodstuffs,value_within,4531.410383,million U.S. dollars (2017 constant $),2012
Idaho,Other foodstuffs,value_out,6336.967234,million U.S. dollars (2017 constant $),2012
Idaho,Other foodstuffs,value_in,6096.960371,million U.S. dollars (2017 constant $),2012
Idaho,Live animals/fish,value_within,1842.138603,million U.S. dollars (2017 constant $),2012
Idaho,Live animals/fish,value_out,5488.698357,million U.S. dollars (2017 constant $),2012
Idaho,Live animals/fish,value_in,5321.816609,million U.S. dollars (2017 constant $),2012
Idaho,Other ag prods.,value_within,1782.294731,million U.S. dollars (2017 constant $),2012
